Kabupaten/Kota,Tahun,ROKOK DAN TEMBAKAU,Rokok kretek filter,Rokok kretek tanpa filter,Rokok putih,Tembakau,Rokok dan tembakau Lainnya
Nabire,2023,27490.39,23597.02,860.83,1414.55,38.82,1579.18
Paniai,2023,3263.01,3020.83,72.22,0.0,0.0,169.95
Intan Jaya,2023,21757.38,15737.55,789.84,5229.98,0.0,0.0
Puncak,2023,5533.76,5531.98,1.78,0.0,0.0,0.0
Puncak Jaya,2023,51855.44,35452.42,13982.44,2413.21,0.0,7.36
Nduga,2023,11265.01,936.09,5898.52,433.53,2725.59,1271.29
Jayawijaya,2023,16182.87,11848.75,1020.77,648.73,85.66,2578.96
Lanny Jaya,2023,34823.9,30037.34,239.85,0.0,142.5,4404.21
Tolikara,2023,8793.95,6977.18,181.68,54.35,0.0,1580.74
Mamberamo Tengah,2023,13424.38,4928.18,1688.57,30.16,319.34,6458.14
Yalimo,2023,32682.78,23307.08,2825.27,3716.41,737.53,2096.5
Yahukimo,2023,2480.8,1980.75,52.11,75.96,152.04,219.94
Pegunungan Bintang,2023,5796.66,5739.85,0.0,0.0,43.24,13.57
Simeulue,2024,22876.0,14332.0,4677.0,1926.0,12.0,1929.0
Aceh Singkil,2024,24703.0,19213.0,3793.0,1587.0,67.0,43.0
Aceh Selatan,2024,22777.0,16021.0,6036.0,570.0,116.0,34.0
Aceh Tenggara,2024,24582.0,18161.0,5534.0,747.0,114.0,26.0
Aceh Timur,2024,28377.0,22752.0,3973.0,1646.0,6.0,0.0
Aceh Tengah,2024,28471.0,18494.0,9295.0,528.0,154.0,0.0
Aceh Barat,2024,30301.0,19869.0,5378.0,4861.0,153.0,41.0
Aceh Besar,2024,20848.0,12691.0,6310.0,1612.0,130.0,105.0
Pidie,2024,18355.0,12031.0,4098.0,2192.0,19.0,16.0
Bireuen,2024,18276.0,12867.0,5157.0,189.0,22.0,40.0
Aceh Utara,2024,16916.0,10443.0,6360.0,104.0,9.0,0.0
Aceh Barat Daya,2024,27257.0,18952.0,7512.0,640.0,120.0,33.0
Gayo Lues,2024,28080.0,19451.0,7618.0,591.0,287.0,133.0
Aceh Tamiang,2024,18310.0,14662.0,2340.0,1308.0,0.0,0.0
Nagan Raya,2024,27762.0,14817.0,6859.0,5533.0,251.0,302.0
Aceh Jaya,2024,35104.0,20668.0,11998.0,1839.0,501.0,98.0
Bener Meriah,2024,34668.0,26159.0,8153.0,331.0,25.0,0.0
Pidie Jaya,2024,23881.0,18785.0,4810.0,256.0,30.0,0.0
Kota Banda Aceh,2024,23781.0,21863.0,1674.0,65.0,49.0,130.0
Kota Sabang,2024,25522.0,20371.0,4772.0,305.0,52.0,22.0
Kota Langsa,2024,19039.0,17320.0,1281.0,396.0,42.0,0.0
Kota Lhokseumawe,2024,17767.0,13861.0,2955.0,952.0,0.0,0.0
Kota Subulussalam,2024,26564.0,17738.0,5972.0,2558.0,230.0,67.0
Nias,2024,12743.0,8229.0,2443.0,1043.0,56.0,972.0
Mandailing Natal,2024,24819.0,15728.0,2867.0,6044.0,179.0,0.0
Tapanuli Selatan,2024,23791.0,16427.0,6645.0,659.0,28.0,32.0
Tapanuli Tengah,2024,24529.0,18737.0,4413.0,1274.0,43.0,62.0
Tapanuli Utara,2024,28254.0,20377.0,5655.0,2153.0,63.0,5.0
Toba Samosir,2024,26361.0,18231.0,5816.0,2201.0,78.0,35.0
Labuhan Batu,2024,28151.0,21600.0,5300.0,1066.0,184.0,2.0
Asahan,2024,27138.0,24085.0,2142.0,747.0,142.0,22.0
Simalungun,2024,26164.0,18930.0,4926.0,1096.0,532.0,680.0
Dairi,2024,28684.0,21014.0,5383.0,259.0,1221.0,806.0
Karo,2024,40050.0,26931.0,3511.0,2726.0,3802.0,3080.0
Deli Serdang,2024,20631.0,17786.0,1725.0,952.0,74.0,94.0
Langkat,2024,25720.0,21333.0,3719.0,557.0,22.0,89.0
Nias Selatan,2024,10470.0,4372.0,2757.0,2407.0,150.0,783.0
Humbang Hasundutan,2024,23584.0,15462.0,5442.0,2444.0,165.0,70.0
Pakpak Bharat,2024,26207.0,17664.0,7245.0,816.0,408.0,74.0
Samosir,2024,30038.0,21433.0,6779.0,686.0,238.0,902.0
Serdang Bedagai,2024,19610.0,16950.0,2349.0,280.0,29.0,2.0
Batu Bara,2024,25557.0,22766.0,1988.0,704.0,73.0,25.0
Padang Lawas Utara,2024,31556.0,21306.0,5980.0,3872.0,303.0,95.0
Padang Lawas,2024,32259.0,27305.0,2994.0,1865.0,95.0,0.0
Labuhan Batu Selatan,2024,30287.0,23112.0,6186.0,835.0,97.0,58.0
Labuhan Batu Utara,2024,25832.0,16147.0,8926.0,623.0,133.0,2.0
Nias Utara,2024,11544.0,8959.0,1596.0,297.0,170.0,522.0
Nias Barat,2024,10269.0,6166.0,3569.0,41.0,4.0,490.0
Kota Sibolga,2024,29266.0,22737.0,5337.0,915.0,21.0,256.0
Kota Tanjung Balai,2024,27600.0,25699.0,1622.0,0.0,29.0,250.0
Kota Pematang Siantar,2024,22165.0,18607.0,1787.0,1648.0,0.0,124.0
Kota Tebing Tinggi,2024,19193.0,16587.0,1477.0,1104.0,1.0,25.0
Kota Medan,2024,17146.0,13708.0,1764.0,1432.0,0.0,242.0
Kota Binjai,2024,18979.0,17020.0,1955.0,0.0,4.0,0.0
Kota Padangsidimpuan,2024,25197.0,22178.0,2322.0,679.0,16.0,1.0
Kota Gunungsitoli,2024,12521.0,10397.0,1633.0,397.0,8.0,86.0
Kepulauan Mentawai,2024,34402.0,30886.0,107.0,3317.0,93.0,0.0
Pesisir Selatan,2024,26986.0,24186.0,693.0,1955.0,32.0,120.0
Solok,2024,27983.0,26432.0,987.0,253.0,28.0,283.0
Sijunjung,2024,25455.0,19819.0,3476.0,2069.0,64.0,27.0
Tanah Datar,2024,22859.0,18691.0,2554.0,1499.0,80.0,34.0
Padang Pariaman,2024,22456.0,20942.0,652.0,847.0,13.0,1.0
Agam,2024,21985.0,17905.0,2991.0,983.0,61.0,46.0
Lima Puluh Kota,2024,28638.0,24771.0,1853.0,1736.0,250.0,28.0
Pasaman,2024,21329.0,17424.0,1524.0,2061.0,272.0,47.0
Solok Selatan,2024,31929.0,30773.0,434.0,688.0,34.0,0.0
Dharmasraya,2024,33379.0,29653.0,733.0,2930.0,10.0,54.0
Pasaman Barat,2024,33210.0,28800.0,2092.0,2210.0,84.0,25.0
Kota Padang,2024,24681.0,22452.0,941.0,1123.0,10.0,155.0
Kota Solok,2024,24867.0,21315.0,1595.0,1906.0,1.0,51.0
Kota Sawah Lunto,2024,27329.0,19793.0,2363.0,4910.0,194.0,69.0
Kota Padang Panjang,2024,33658.0,28569.0,4747.0,256.0,9.0,77.0
Kota Bukittinggi,2024,20729.0,15637.0,1575.0,3352.0,0.0,165.0
Kota Payakumbuh,2024,24217.0,22130.0,1427.0,577.0,42.0,40.0
Kota Pariaman,2024,20263.0,16632.0,2497.0,1085.0,0.0,49.0
Kuantan Singingi,2024,28756.0,27382.0,967.0,352.0,55.0,0.0
Indragiri Hulu,2024,29330.0,26230.0,839.0,2017.0,171.0,73.0
Indragiri Hilir,2024,22302.0,19710.0,1297.0,1166.0,88.0,41.0
Pelalawan,2024,31213.0,26293.0,1169.0,3472.0,93.0,185.0
Siak,2024,26643.0,22485.0,2466.0,1675.0,18.0,0.0
Kampar,2024,29151.0,24392.0,2516.0,2021.0,90.0,132.0
Rokan Hulu,2024,41371.0,38495.0,1858.0,974.0,43.0,0.0
Bengkalis,2024,30291.0,27192.0,1576.0,1476.0,47.0,0.0
Rokan Hilir,2024,27687.0,24001.0,2445.0,1168.0,73.0,0.0
Kepulauan Meranti,2024,24898.0,20063.0,3642.0,1050.0,143.0,0.0
Kota Pekanbaru,2024,23004.0,20910.0,966.0,810.0,1.0,319.0
Kota Dumai,2024,28996.0,24467.0,1736.0,2774.0,11.0,8.0
Kerinci,2024,27965.0,23569.0,1198.0,3113.0,76.0,9.0
Merangin,2024,27841.0,21275.0,2660.0,3812.0,81.0,12.0
Sarolangun,2024,28544.0,24165.0,3447.0,487.0,443.0,3.0
Batang Hari,2024,24910.0,22378.0,1167.0,1306.0,55.0,4.0
Muaro Jambi,2024,29796.0,24719.0,1950.0,3086.0,27.0,14.0
Tanjung Jabung Timur,2024,25288.0,23548.0,713.0,986.0,41.0,0.0
Tanjung Jabung Barat,2024,26130.0,22398.0,2579.0,1072.0,71.0,10.0
Tebo,2024,25755.0,21496.0,2347.0,1838.0,61.0,12.0
Bungo,2024,34372.0,32175.0,822.0,1345.0,30.0,0.0
Kota Jambi,2024,20221.0,18120.0,1743.0,246.0,62.0,51.0
Kota Sungai Penuh,2024,25713.0,24280.0,103.0,1296.0,16.0,19.0
Ogan Komering Ulu,2024,19668.0,15968.0,3209.0,249.0,176.0,67.0
Ogan Komering Ilir,2024,22672.0,18614.0,2884.0,815.0,277.0,81.0
Muara Enim,2024,23061.0,17451.0,4254.0,1312.0,41.0,2.0
Lahat,2024,27051.0,17400.0,8609.0,952.0,78.0,13.0
Musi Rawas,2024,22638.0,10132.0,11254.0,893.0,321.0,39.0
Musi Banyuasin,2024,27069.0,22362.0,4126.0,563.0,5.0,13.0
Banyu Asin,2024,23179.0,18387.0,4079.0,653.0,50.0,10.0
Ogan Komering Ulu Selatan,2024,24045.0,15104.0,7838.0,548.0,300.0,255.0
Ogan Komering Ulu Timur,2024,18837.0,13420.0,3001.0,1493.0,798.0,124.0
Ogan Ilir,2024,20998.0,16185.0,4774.0,0.0,35.0,3.0
Empat Lawang,2024,19590.0,9353.0,9957.0,155.0,84.0,40.0
Penukal Abab Lematang Ilir,2024,21462.0,15718.0,4386.0,1077.0,80.0,201.0
Musi Rawas Utara,2024,23687.0,16306.0,6323.0,553.0,9.0,496.0
Kota Palembang,2024,17296.0,14685.0,1696.0,450.0,23.0,443.0
Kota Prabumulih,2024,13145.0,9864.0,1594.0,1511.0,45.0,131.0
Kota Pagar Alam,2024,22736.0,11846.0,10544.0,279.0,6.0,61.0
Kota Lubuklinggau,2024,16059.0,9472.0,5824.0,639.0,34.0,90.0
Bengkulu Selatan,2024,24842.0,14724.0,8324.0,1753.0,32.0,9.0
Rejang Lebong,2024,23385.0,13224.0,9742.0,380.0,31.0,8.0
Bengkulu Utara,2024,25574.0,21351.0,4006.0,71.0,146.0,0.0
Kaur,2024,30197.0,21583.0,8292.0,109.0,182.0,31.0
Seluma,2024,29302.0,20019.0,7297.0,1946.0,34.0,6.0
Mukomuko,2024,38567.0,32737.0,2828.0,2857.0,69.0,76.0
Lebong,2024,29611.0,23090.0,6218.0,206.0,53.0,44.0
Kepahiang,2024,23495.0,12746.0,9846.0,412.0,459.0,33.0
Bengkulu Tengah,2024,24260.0,17912.0,5825.0,421.0,79.0,23.0
Kota Bengkulu,2024,24136.0,19899.0,2886.0,886.0,10.0,455.0
Lampung Barat,2024,28790.0,18433.0,8845.0,451.0,665.0,397.0
Tanggamus,2024,23902.0,13835.0,9010.0,507.0,402.0,148.0
Lampung Selatan,2024,25821.0,18086.0,6429.0,1036.0,233.0,38.0
Lampung Timur,2024,21090.0,16317.0,3971.0,155.0,621.0,27.0
Lampung Tengah,2024,20229.0,15397.0,3880.0,158.0,400.0,394.0
Lampung Utara,2024,23246.0,16927.0,5559.0,550.0,170.0,40.0
Way Kanan,2024,22864.0,13712.0,7274.0,1229.0,518.0,131.0
Tulangbawang,2024,24279.0,18220.0,4961.0,770.0,260.0,69.0
Pesawaran,2024,25400.0,16500.0,7980.0,382.0,392.0,146.0
Pringsewu,2024,19958.0,14848.0,4170.0,259.0,475.0,206.0
Mesuji,2024,24873.0,17598.0,5494.0,906.0,679.0,195.0
Tulang Bawang Barat,2024,26027.0,21567.0,3626.0,447.0,249.0,139.0
Pesisir Barat,2024,35613.0,27914.0,7242.0,263.0,146.0,47.0
Kota Bandar Lampung,2024,21751.0,18428.0,2313.0,780.0,13.0,217.0
Kota Metro,2024,22206.0,19277.0,2579.0,127.0,130.0,93.0
Bangka,2024,29229.0,24194.0,4800.0,135.0,23.0,78.0
Belitung,2024,28685.0,24435.0,2045.0,1974.0,165.0,66.0
Bangka Barat,2024,34830.0,28177.0,4592.0,1984.0,74.0,4.0
Bangka Tengah,2024,30449.0,26758.0,2273.0,1214.0,24.0,179.0
Bangka Selatan,2024,29983.0,24117.0,3281.0,2424.0,0.0,162.0
Belitung Timur,2024,41665.0,35401.0,2962.0,3239.0,30.0,34.0
Kota Pangkal Pinang,2024,24347.0,21737.0,401.0,1940.0,103.0,166.0
Karimun,2024,22476.0,18468.0,1151.0,2692.0,85.0,80.0
Bintan,2024,19541.0,15441.0,2551.0,1460.0,20.0,68.0
Natuna,2024,23574.0,20436.0,814.0,2320.0,2.0,2.0
Lingga,2024,19417.0,16626.0,1104.0,1576.0,52.0,59.0
Kepulauan Anambas,2024,34353.0,32925.0,396.0,746.0,165.0,122.0
Kota Batam,2024,21161.0,17676.0,1510.0,1645.0,38.0,293.0
Kota Tanjung Pinang,2024,14134.0,12046.0,565.0,1247.0,64.0,212.0
Kep. Seribu,2024,35486.0,33803.0,550.0,303.0,0.0,830.0
Jakarta Selatan,2024,23536.0,17059.0,2139.0,4024.0,8.0,306.0
Jakarta Timur,2024,16611.0,13430.0,1215.0,1725.0,23.0,218.0
Jakarta Pusat,2024,20822.0,16710.0,1660.0,2197.0,22.0,232.0
Jakarta Barat,2024,19681.0,16116.0,1741.0,1637.0,0.0,187.0
Jakarta Utara,2024,22720.0,18934.0,1817.0,1506.0,6.0,457.0
Bogor,2024,23651.0,16909.0,4592.0,2014.0,34.0,102.0
Sukabumi,2024,27723.0,17236.0,9620.0,756.0,82.0,30.0
Cianjur,2024,26964.0,17845.0,8283.0,559.0,270.0,7.0
Bandung,2024,25150.0,15102.0,8251.0,1628.0,60.0,110.0
Garut,2024,24589.0,10352.0,12425.0,1215.0,465.0,132.0
Tasikmalaya,2024,24599.0,11889.0,10191.0,2235.0,270.0,14.0
Ciamis,2024,27939.0,13364.0,13246.0,1021.0,213.0,95.0
Kuningan,2024,22509.0,15516.0,5903.0,1006.0,35.0,48.0
Cirebon,2024,21488.0,16732.0,4355.0,200.0,30.0,171.0
Majalengka,2024,21461.0,13395.0,6620.0,1348.0,57.0,41.0
Sumedang,2024,27453.0,14433.0,11475.0,1082.0,284.0,178.0
Indramayu,2024,29404.0,22474.0,6847.0,61.0,2.0,20.0
Subang,2024,32381.0,23121.0,7617.0,1635.0,8.0,0.0
Purwakarta,2024,26462.0,18867.0,6235.0,1287.0,51.0,22.0
Karawang,2024,29837.0,23042.0,6474.0,207.0,42.0,71.0
Bekasi,2024,23984.0,19054.0,3207.0,1678.0,0.0,46.0
Bandung Barat,2024,22565.0,14130.0,7489.0,813.0,107.0,27.0
Pangandaran,2024,29356.0,12174.0,13739.0,2360.0,715.0,369.0
Kota Bogor,2024,21635.0,15732.0,2207.0,3554.0,57.0,85.0
Kota Sukabumi,2024,21837.0,14864.0,4712.0,1804.0,83.0,374.0
Kota Bandung,2024,29979.0,23119.0,4839.0,1557.0,4.0,459.0
Kota Cirebon,2024,18828.0,17561.0,1239.0,0.0,8.0,20.0
Kota Bekasi,2024,27185.0,24092.0,1104.0,1547.0,11.0,431.0
Kota Depok,2024,25098.0,17939.0,3780.0,3049.0,49.0,282.0
Kota Cimahi,2024,25434.0,20034.0,3438.0,1534.0,71.0,356.0
Kota Tasikmalaya,2024,22184.0,12154.0,8978.0,994.0,30.0,28.0
Kota Banjar,2024,21325.0,12958.0,7668.0,558.0,32.0,110.0
Cilacap,2024,20057.0,12607.0,6137.0,698.0,481.0,134.0
Banyumas,2024,19337.0,11661.0,6879.0,168.0,374.0,255.0
Purbalingga,2024,17395.0,9727.0,6109.0,782.0,569.0,207.0
Banjarnegara,2024,17631.0,9097.0,5800.0,683.0,1228.0,823.0
Kebumen,2024,14081.0,7211.0,4820.0,376.0,1013.0,661.0
Purworejo,2024,15066.0,8040.0,5930.0,632.0,365.0,99.0
Wonosobo,2024,17333.0,10129.0,3134.0,716.0,2114.0,1241.0
Magelang,2024,17778.0,12379.0,2231.0,800.0,1466.0,902.0
Boyolali,2024,19845.0,15036.0,3133.0,775.0,608.0,293.0
Klaten,2024,17247.0,14385.0,2327.0,68.0,140.0,327.0
Sukoharjo,2024,16599.0,14266.0,1900.0,177.0,83.0,172.0
Wonogiri,2024,15125.0,9942.0,4132.0,767.0,247.0,37.0
Karanganyar,2024,14637.0,12750.0,1146.0,640.0,70.0,31.0
Sragen,2024,19720.0,17289.0,1788.0,467.0,64.0,112.0
Grobogan,2024,22210.0,18477.0,1980.0,1444.0,286.0,23.0
Blora,2024,22782.0,20021.0,1676.0,812.0,211.0,63.0
Rembang,2024,24406.0,22471.0,1147.0,401.0,246.0,142.0
Pati,2024,23281.0,21038.0,1108.0,1073.0,24.0,38.0
Kudus,2024,19826.0,17939.0,1710.0,134.0,18.0,25.0
Jepara,2024,20262.0,18942.0,796.0,483.0,10.0,30.0
Demak,2024,21876.0,19966.0,1496.0,264.0,143.0,7.0
Semarang,2024,19596.0,14823.0,3616.0,345.0,615.0,197.0
Temanggung,2024,13492.0,6931.0,834.0,114.0,3770.0,1844.0
Kendal,2024,20417.0,16446.0,2090.0,482.0,870.0,530.0
Batang,2024,21742.0,16879.0,3470.0,716.0,484.0,193.0
Pekalongan,2024,20486.0,15859.0,3964.0,429.0,118.0,116.0
Pemalang,2024,22325.0,14134.0,7545.0,462.0,158.0,27.0
Tegal,2024,17210.0,12441.0,4645.0,52.0,28.0,44.0
Brebes,2024,21077.0,13823.0,6828.0,199.0,160.0,67.0
Kota Magelang,2024,17153.0,15126.0,1137.0,278.0,198.0,413.0
Kota Surakarta,2024,14199.0,11459.0,1913.0,575.0,63.0,189.0
Kota Salatiga,2024,20207.0,15982.0,2441.0,917.0,359.0,509.0
Kota Semarang,2024,18614.0,16321.0,1249.0,457.0,115.0,473.0
Kota Pekalongan,2024,18219.0,15061.0,2912.0,172.0,47.0,27.0
Kota Tegal,2024,17146.0,12462.0,4436.0,195.0,16.0,39.0
Kulon Progo,2024,13574.0,9042.0,2701.0,815.0,638.0,377.0
Bantul,2024,16145.0,13986.0,1051.0,584.0,164.0,360.0
Gunung Kidul,2024,14858.0,9510.0,3550.0,978.0,637.0,184.0
Sleman,2024,19031.0,14458.0,2401.0,1509.0,105.0,558.0
Yogyakarta,2024,14086.0,12302.0,832.0,481.0,67.0,404.0
Pacitan,2024,9126.0,3056.0,4598.0,327.0,1065.0,80.0
Ponorogo,2024,14632.0,8351.0,4453.0,486.0,986.0,356.0
Trenggalek,2024,10995.0,5570.0,4491.0,142.0,532.0,261.0
Tulungagung,2024,13516.0,8025.0,4397.0,643.0,373.0,78.0
Blitar,2024,14627.0,11341.0,2304.0,289.0,506.0,187.0
Kediri,2024,18859.0,14246.0,4175.0,126.0,256.0,56.0
Malang,2024,20661.0,16497.0,3597.0,162.0,188.0,217.0
Lumajang,2024,17048.0,11873.0,2525.0,49.0,2094.0,506.0
Jember,2024,16995.0,10911.0,4205.0,495.0,1020.0,364.0
Banyuwangi,2024,22973.0,18459.0,3448.0,135.0,727.0,204.0
Bondowoso,2024,21429.0,16025.0,3534.0,301.0,1355.0,215.0
Situbondo,2024,20943.0,12957.0,6847.0,69.0,747.0,323.0
Probolinggo,2024,18428.0,12533.0,3103.0,1.0,2141.0,650.0
Pasuruan,2024,22044.0,19278.0,2405.0,28.0,225.0,108.0
Sidoarjo,2024,22819.0,21389.0,767.0,518.0,57.0,88.0
Mojokerto,2024,22845.0,19809.0,2843.0,32.0,110.0,50.0
Jombang,2024,19407.0,17232.0,1907.0,29.0,184.0,54.0
Nganjuk,2024,16331.0,13197.0,2873.0,4.0,136.0,120.0
Madiun,2024,18771.0,13912.0,4189.0,87.0,459.0,125.0
Magetan,2024,16219.0,13318.0,2302.0,372.0,110.0,118.0
Ngawi,2024,16559.0,13548.0,2440.0,56.0,367.0,148.0
Bojonegoro,2024,20807.0,17148.0,2829.0,361.0,370.0,98.0
Tuban,2024,23509.0,19893.0,2555.0,319.0,512.0,230.0
Lamongan,2024,23953.0,20302.0,3180.0,293.0,165.0,13.0
Gresik,2024,25535.0,22207.0,2923.0,233.0,160.0,12.0
Bangkalan,2024,18196.0,15052.0,3028.0,0.0,0.0,115.0
Sampang,2024,22125.0,20031.0,1823.0,181.0,37.0,53.0
Pamekasan,2024,19497.0,19049.0,438.0,1.0,8.0,0.0
Sumenep,2024,31643.0,28792.0,2410.0,154.0,132.0,155.0
Kota Kediri,2024,14926.0,12654.0,2067.0,10.0,108.0,86.0
Kota Blitar,2024,18285.0,14855.0,2750.0,148.0,205.0,327.0
Malang,2024,14324.0,11970.0,1441.0,674.0,13.0,226.0
Kota Probolinggo,2024,12535.0,8769.0,2342.0,154.0,1068.0,202.0
Kota Pasuruan,2024,17855.0,16518.0,912.0,236.0,28.0,160.0
Kota Mojokerto,2024,14809.0,12724.0,1717.0,39.0,226.0,103.0
Kota Madiun,2024,15601.0,13834.0,697.0,718.0,116.0,236.0
Kota Surabaya,2024,20444.0,18701.0,835.0,191.0,46.0,671.0
Kota Batu,2024,22857.0,19880.0,2138.0,596.0,26.0,217.0
Pandeglang,2024,23547.0,17981.0,5035.0,517.0,0.0,14.0
Lebak,2024,32877.0,22558.0,8764.0,1554.0,1.0,0.0
Tangerang,2024,27095.0,20822.0,5551.0,640.0,73.0,10.0
Serang,2024,31448.0,24836.0,6399.0,102.0,2.0,109.0
Kota Tangerang,2024,26119.0,21944.0,2179.0,1731.0,36.0,228.0
Kota Cilegon,2024,29817.0,23481.0,3941.0,2360.0,35.0,0.0
Kota Serang,2024,27670.0,24137.0,2693.0,679.0,0.0,161.0
Kota Tangerang Selatan,2024,20138.0,14750.0,2203.0,2944.0,12.0,229.0
Jembrana,2024,17533.0,12594.0,861.0,3841.0,66.0,170.0
Tabanan,2024,20267.0,13757.0,1086.0,4646.0,22.0,756.0
Badung,2024,17525.0,11417.0,1049.0,4369.0,21.0,669.0
Gianyar,2024,12599.0,7847.0,645.0,3706.0,15.0,386.0
Klungkung,2024,9896.0,7734.0,335.0,1404.0,116.0,306.0
Bangli,2024,16138.0,9983.0,1787.0,3899.0,78.0,391.0
Karangasem,2024,9282.0,7707.0,526.0,862.0,44.0,142.0
Buleleng,2024,14036.0,8415.0,2141.0,3299.0,42.0,139.0
Kota Denpasar,2024,16343.0,10977.0,442.0,3641.0,24.0,1259.0
Lombok Barat,2024,17870.0,15041.0,610.0,977.0,1109.0,133.0
Lombok Tengah,2024,18504.0,14559.0,673.0,621.0,2157.0,495.0
Lombok Timur,2024,15167.0,11839.0,314.0,559.0,2105.0,349.0
Sumbawa,2024,23019.0,15293.0,5477.0,1385.0,555.0,309.0
Dompu,2024,26334.0,19474.0,6146.0,474.0,216.0,24.0
Bima,2024,21367.0,12674.0,7206.0,1127.0,118.0,243.0
Sumbawa Barat,2024,26785.0,24740.0,1093.0,407.0,409.0,136.0
Lombok Utara,2024,10588.0,6873.0,285.0,413.0,2592.0,424.0
Kota Mataram,2024,18635.0,17067.0,803.0,361.0,267.0,138.0
Kota Bima,2024,22548.0,18956.0,2623.0,927.0,14.0,26.0
Sumba Barat,2024,12426.0,8084.0,2699.0,146.0,157.0,1341.0
Sumba Timur,2024,16481.0,7790.0,5431.0,850.0,380.0,2030.0
Kupang,2024,7693.0,3087.0,2899.0,182.0,158.0,1368.0
Timor Tengah Selatan,2024,11561.0,1732.0,3685.0,287.0,412.0,5445.0
Timor Tengah Utara,2024,11480.0,3184.0,4412.0,673.0,490.0,2722.0
Belu,2024,10836.0,5042.0,2672.0,1119.0,148.0,1855.0
Alor,2024,11394.0,3241.0,4584.0,89.0,366.0,3114.0
Lembata,2024,14780.0,10723.0,1928.0,1065.0,111.0,953.0
Flores Timur,2024,13394.0,10126.0,1042.0,2136.0,80.0,11.0
Sikka,2024,13582.0,12585.0,123.0,266.0,419.0,189.0
Ende,2024,15737.0,11295.0,945.0,1969.0,93.0,1435.0
Ngada,2024,12422.0,9756.0,1224.0,647.0,219.0,576.0
Manggarai,2024,16014.0,14610.0,108.0,985.0,62.0,249.0
Rote Ndao,2024,9886.0,4952.0,2035.0,1116.0,653.0,1130.0
Manggarai Barat,2024,21024.0,20293.0,510.0,171.0,29.0,20.0
Sumba Tengah,2024,12996.0,3078.0,6031.0,692.0,303.0,2891.0
Sumba Barat Daya,2024,12870.0,5633.0,4683.0,8.0,101.0,2445.0
Nagekeo,2024,13444.0,9806.0,948.0,2121.0,127.0,442.0
Manggarai Timur,2024,18094.0,15807.0,516.0,877.0,342.0,552.0
Sabu Raijua,2024,15377.0,11263.0,1876.0,136.0,315.0,1787.0
Malaka,2024,11156.0,5373.0,1961.0,819.0,141.0,2861.0
Kota Kupang,2024,10503.0,7190.0,1185.0,1981.0,9.0,138.0
Sambas,2024,16190.0,14536.0,851.0,770.0,18.0,16.0
Bengkayang,2024,21827.0,18419.0,2513.0,651.0,168.0,76.0
Landak,2024,22650.0,18645.0,1762.0,1859.0,384.0,0.0
Mempawah,2024,21943.0,19041.0,1997.0,734.0,130.0,42.0
Sanggau,2024,23502.0,19962.0,1565.0,1641.0,297.0,37.0
Ketapang,2024,25417.0,22816.0,1927.0,599.0,31.0,45.0
Sintang,2024,23372.0,21366.0,556.0,1073.0,291.0,86.0
Kapuas Hulu,2024,28532.0,23730.0,4242.0,484.0,73.0,4.0
Sekadau,2024,22922.0,19050.0,1875.0,1867.0,93.0,37.0
Melawi,2024,25195.0,22679.0,760.0,1179.0,413.0,164.0
Kayong Utara,2024,25905.0,23614.0,1751.0,22.0,225.0,293.0
Kubu Raya,2024,20138.0,17474.0,585.0,1935.0,89.0,55.0
Kota Pontianak,2024,18520.0,17515.0,387.0,234.0,5.0,379.0
Kota Singkawang,2024,16471.0,15384.0,841.0,96.0,62.0,88.0
Kotawaringin Barat,2024,33418.0,26419.0,2567.0,4153.0,96.0,183.0
Kotawaringin Timur,2024,29622.0,27344.0,1447.0,519.0,127.0,186.0
Kapuas,2024,17930.0,17819.0,25.0,0.0,31.0,55.0
Barito Selatan,2024,21593.0,18117.0,876.0,873.0,17.0,1709.0
Barito Utara,2024,28537.0,28079.0,349.0,0.0,17.0,92.0
Sukamara,2024,38264.0,33533.0,4268.0,75.0,89.0,298.0
Lamandau,2024,40528.0,34907.0,1857.0,3126.0,179.0,459.0
Seruyan,2024,41963.0,38325.0,1606.0,1489.0,353.0,190.0
Katingan,2024,23014.0,19167.0,1849.0,726.0,15.0,1256.0
Pulang Pisau,2024,27264.0,23899.0,3269.0,0.0,95.0,0.0
Gunung Mas,2024,30194.0,28575.0,1057.0,521.0,10.0,31.0
Barito Timur,2024,21928.0,19374.0,917.0,1451.0,99.0,87.0
Murung Raya,2024,22106.0,19575.0,2402.0,79.0,51.0,0.0
Kota Palangka Raya,2024,17501.0,16190.0,377.0,849.0,0.0,85.0
Tanah Laut,2024,25029.0,23931.0,906.0,46.0,111.0,35.0
Kota Baru,2024,24624.0,21310.0,1763.0,1474.0,41.0,36.0
Banjar,2024,16484.0,15053.0,695.0,426.0,94.0,216.0
Barito Kuala,2024,18844.0,17894.0,317.0,484.0,26.0,122.0
Tapin,2024,26106.0,25726.0,240.0,0.0,17.0,123.0
Hulu Sungai Selatan,2024,15852.0,15306.0,439.0,0.0,58.0,48.0
Hulu Sungai Tengah,2024,18044.0,17742.0,213.0,68.0,0.0,20.0
Hulu Sungai Utara,2024,12612.0,11884.0,530.0,101.0,32.0,66.0
Tabalong,2024,18154.0,16119.0,1583.0,260.0,133.0,59.0
Tanah Bumbu,2024,24399.0,22558.0,1113.0,94.0,40.0,594.0
Balangan,2024,17834.0,16723.0,850.0,202.0,36.0,24.0
